"Whova Agenda Track Excel Template (Three sheets, Agenda, Speaker, Personalized)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
2025-10-29 00:00:00,14:15:00,14:45:00,Technical Papers,Fault Identification Using System-Level Insights and Multi-Layered Classification,Evergreen I,"<p><i>Abstract:</i> <p>This paper presents a novel fault detection framework for IoT device fault detection, combining meta-algorithmic decision logic with a neural network-based classifier to enable efficient, scalable failure analysis. Leveraging system-level data, the methodology adopts a multi-layered architecture grounded in systems thinking to classify devices as failed or non-failed and then identify the root cause domainâ€”hardware, software, or firmware.</p>_x000D_
<p>The first layer implements a meta-classifier that integrates multiple lightweight algorithms weighted by application-specific criteria such as accuracy, precision, or recall. This ensemble approach capitalizes on the strengths of diverse classifiers to enhance fault detection performance using high-level system metrics. The second layer introduces a neural network trained on subsystem-specific featuresâ€”such as power metrics, SoC diagnostics, and LTE module healthâ€”to infer the most probable root cause category. This structure not only boosts classification accuracy but also captures interaction effects across subsystems through derived features.</p>_x000D_
<p>Demonstrated on real-world telematics devices that collect GPS and vehicle diagnostic data over cellular networks, the framework addresses the need for scalable diagnostic methods in high-volume, low-failure-rate environments. By minimizing unnecessary returns and streamlining corrective action workflows, this approach delivers practical value in field operations.</p>_x000D_
<p>The modular nature of the two-tiered architecture enables adaptability to a range of device types and fault modes, while future work will explore model generalization across varied deployments. The integration of neural networks for subsystem-level classification offers a pathway to more nuanced root cause analysis, reinforcing the importance of structured, data-driven approaches to operational reliability.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4400/phmc_25_4400"">Full paper (PDF)</a></p>",Ryan Aalund,,,Ryan Aalund; Meenu Rajapandian; Vincent Paglioni,,Sub,
2025-10-29 00:00:00,14:45:00,15:15:00,Technical Papers,Study on Optimal Design and PHM Methods for New Electrification Systems,Evergreen I,"<p><i>Abstract:</i> <p>This study will describe the development of PHM method for electrified systems in mass-produced vehicles. The results demonstrate that the method is not limited to the research subject but can also be applied to newly developed electrified systems, demonstrating continued applicability even when the target is changed. Next, we will provide an overview of the development of PHM method that can be used universally across electrified systems. In Phase 1, we identified key failure modes that could occur in electrified systems using FMEA, based on data collected from design, analysis, and testing. In Phase 2, we explored appropriate diagnostic methods for each failure mode. For gear failures, we developed rule-based indicators and verified their validity through experiments. For bearing failures, we also developed a rule-based approach to determine the presence of a fault. However, due to limitations in predicting the location of the fault, we re-evaluated the method based on data to confirm its validity. For failure modes, we used CAE analysis models to identify differences between normal and fault signals for eccentricity and demagnetization faults. Similar signal differences were also observed in the test results of the target product. Based on this, we were able to build a robust diagnostic model using only a small amount of experimental data. In Phase 3, we developed a device capable of data collection and edge computing capabilities capable of analyzing and diagnosing signals from actual vehicles, enabling the collection and analysis of the necessary data.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4399/phmc_25_4399"">Full paper (PDF)</a></p>",Hong Suk Chang,,,Hong Suk Chang,,Sub,
2025-10-29 00:00:00,13:45:00,15:15:00,Technical Papers,Paper Session 7C: PHM for Autonomous Inspection,Evergreen A,,,,,,,Session,
2025-10-29 00:00:00,13:45:00,14:15:00,Technical Papers,RailNet: A Lightweight Transfer Learning Model for Real-time Rail Component Detection and Defect Segmentation,Evergreen A,"<p><i>Abstract:</i> <p style=""font-weight: 400;"">Railroad inspections are critical for ensuring operational safety, as track defects such as missing clips and surface damages can lead to catastrophic failures. Traditional inspection methods are often labor-intensive, time-consuming, and prone to inconsistency. Although deep learning approaches have been introduced for track monitoring, they typically focus on a single task, require extensive retraining for multi-tasking, and suffer from deteriorated performance when adapted to new tasks. There is a growing need for lightweight, real-time, and multi-functional solutions that can simultaneously detect rail components and segment rail surface defects without compromising accuracy or speed.</p>_x000D_
<p style=""font-weight: 400;"">To address these challenges, this paper presents RailNet, a lightweight and modular transfer learning framework tailored for real-time railroad inspection. RailNet integrates a frozen pre-trained component detection model and a new trainable module for surface defect segmentation. The trainable module refines feature maps from the frozen backbone and FPN through targeted correction and attention, introducing three key innovations: a Context Rebalancing Module (CRM) to offset pre-trained biases, a Selective Channel Attention (SCA) mechanism to highlight important channels to minimize computational costs, and a single-step Upsample Block for efficient high-resolution reconstruction. This design enables independent segmentation training without affecting upstream detection, achieving rapid adaptation, high accuracy, and efficient multi-tasking.</p>_x000D_
<p><span style=""font-weight: 400;"">RailNet was evaluated on a custom rail defect dataset using only a lightweight trainable component (~5 MB, 0.96 GFLOPs). It achieves 93.20%-pixel accuracy and 92.59% recall for surface defect segmentation while preserving upstream component (e.g., spikes and clips) detection performance (a </span><span style=""font-weight: 400;""><a href=""mailto:mAP@0.5"">mAP@0.5</a></span><span style=""font-weight: 400;""> 98.7%), as shown in </span><span style=""font-weight: 400;"">Table 1</span><span style=""font-weight: 400;"">. Compared to benchmark models like SegFormer, YOLOv12, DINOv2, and MobileSAM, RailNet demonstrates superior accuracy and faster inference speed on edge devices (Nvidia AGX Orin). Ablation studies further confirm the critical roles of the CRM, SCA, and the Upsample Block in enhancing overall performance. As shown in </span><span style=""font-weight: 400;"">Figure 1</span><span style=""font-weight: 400;"">, RailNet can simultaneously detect rail components and segment surface damage. These results highlight RailNetâ€™s potential as a robust, real-time, and energy-efficient solution for multi-task railroad inspection and related industrial applications.</span></p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4323/phmc_25_4323"">Full paper (PDF)</a></p>",Yi Wang,,,Jiawei Guo; Boshi Chen; Yu Qian; Yi Wang,,Sub,
2025-10-29 00:00:00,14:15:00,14:45:00,Technical Papers,Development of a Scalable Digital Twin for Tram and Light-rail Infrastructure based on Open Data  for Early Prediction of Rail and Track Defects,Evergreen A,"<p><i>Abstract:</i> <p class=""phmbodytext"">Due to an increasing passenger demand in rail-based transportation and a desire for sustainable mobility, rail infrastructure is nowadays confronted with increased loads requiring timely and efficient maintenance regimes (Holzfeind et al., 2025). To improve maintenance scheduling and give rail infrastructure operators better insights into the state of their networks, a comprehensive digital twin based on open data has been developed. The digital twin allows to connect sensor data from vehicles to railway assets and enables the development of custom algorithms for condition-based maintenance of railway tracks. For practical tests and validation of the digital twin, smartphones were placed in various trams and lightrail vehicles in the city of Frankfurt (Main) to record vibration and geolocation data over a period of more than a year. The results demonstrate that infrastructure quality changes can be automatically detected and monitored through the developed digital twin framework using a low-cost measurement set-up. Hereby, new capabilities for proactive maintenance scheduling and resource allocation emerge, and infrastructure operators can prioritize interventions effectively and ensure safe and comfortable railway operations.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4336/phmc_25_4336"">Full paper (PDF)</a></p>",Jannik Goersch,,,Philipp Leibner; Jannik Goersch; Benedikt Neubauer; Thomas Hempel; Raphael Pfaff,,Sub,
2025-10-29 00:00:00,14:45:00,15:15:00,Technical Papers,A Hierarchical Agentic Framework for Autonomous Drone-Based Visual Inspection,Evergreen A,"<p><i>Abstract:</i> <p style=""text-align: justify; text-justify: inter-ideograph;""><span style=""font-size: 10.5pt;"">Autonomous inspection systems are essential for ensuring the performance and longevity of industrial assets. Recently, agentic frameworks have demonstrated significant potential for automating inspection workflows but have been limited to digital tasks. Their application to physical assets in real-world environments, however, remains underexplored.&nbsp;In this work, we propose a hierarchical agentic framework for autonomous drone guidance, focusing on visual inspection tasks in indoor industrial settings, such as interpreting industrial readouts or inspecting equipment. Our framework employs a multi-agent system comprising a head agent and multiple worker agents, each controlling a single drone. The head agent performs high-level planning and evaluates outcomes, while the worker agents reason over and execute low-level actions. Operating entirely in the natural language space, the framework follows a plan, reason, act, evaluate cycle, enabling drones to handle tasks ranging from simple navigation (e.g., flying forward 10 meters and land) to complex high-level task (e.g., locating and reading a pressure gauge). The head agentâ€™s evaluation phase serves as a feedback and/or replanning stage, ensuring the actions executed align with user objectives while preventing undesirable outcomes.&nbsp;</span>We evaluate the framework in a simulated environment with two worker agents, assessing performance qualitatively and quantitatively based on task completion across varying levels of task complexity and agentic workflow efficiency. By leveraging natural language processing for agent communication, our approach offers a novel, flexible, and user-accessible alternative to traditional drone-based solutions, enabling a more autonomous problem-solving approach to industrial inspection tasks without requiring extensive user intervention.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4328/phmc_25_4328"">Full paper (PDF)</a></p>",Xian Yeow Lee,,,Ethan Herron; Xian Yeow Lee; Gregory Sin; Teresa Gonzalez Diaz; Ahmed Farahat; Chetan Gupta,,Sub,
2025-10-29 00:00:00,15:15:00,15:30:00,General,Break,Evergreen Foyer,,,,,,,Session,
2025-10-29 00:00:00,15:30:00,17:00:00,Panels,Panel Session 8: Standards Panel – Standards are there for you!,Evergreen A,"<p><b>Moderators: Gregory W. Vogl <i>(NIST)</i> and Jeff Bird <i>()</i></b><br/>Previous standards panels and debates have identified strong opinions about the 100+ PHM standards: <a href=""https://phm2024.phmsociety.org/wp-content/uploads/sites/14/2024/12/Panel-05-PHM-2024-standards-debate-with-results.pdf "">https://phm2024.phmsociety.org/wp-content/uploads/sites/14/2024/12/Panel-05-PHM-2024-standards-debate-with-results.pdf</a>.</p>
<p>It’s time for you to hear about the latest PHM-related standards from the main standards developing organizations (SDOs). And it’s an opportunity for “consumers” of standards to ask questions and learn how standards can better benefit their work and research… and to learn how standards can benefit from “consumers” experiences, too!</p>
<p>The aim of this panel is to learn about published PHM-related standards and those in development as well as experiences, results, gaps, and opportunities for standards to better serve the PHM community. As we prepare for the panel, please let us know what you most want to hear about including AI/ML, ROI, data sharing/governance, cyber, consortia, synergy across sectors/domains, etc.</p>
<p>Fun is encouraged. A vote on issues to pursue and minutes will be recorded.</p>
<p>Please come, contribute and enjoy!</p>
<p>Panelists:
<ul><li>Abhinav Saxena <i>(GE Aerospace)</i></li>
<li>Dave Larsen <i>(Collins Aerospace)</i></li>
<li>Ed Manns <i>(International Society for Automation)</i></li>
<li>Justin Cassamassino <i>(ASME)</i></li>
<li>Mark Walker <i>(E3S)</i></li></ul></p>",Abhinav Saxena; Dave Larsen; Edward M. Manns; Justin Cassamassino; Mark Walker,Gregory W. Vogl; Jeff Bird,,,,Session,
2025-10-29 00:00:00,15:30:00,17:00:00,Tech Demos,"Tech Demo 8A: GE Aerospace | ""Flight-Ready Data, Faster Decisions: Asset Records + FlightPulse Live""",Evergreen G,"<p>Join a hands-on technology demonstration showcasing how GE Aerospace’s Software as a Service accelerates Safety, Quality, Delivery, and Cost outcomes across operations. First, see Asset Records in action: digitize and ingest millions of technical records, auto-index with OCR and AI/ML, reconcile against M&amp;E systems, publish and package records for audits, lease returns, and MRO collaboration—all with enterprise-grade uptime and integrations. Then, experience FlightPulse, a pilot-centered, data-driven application that turns flight data into actionable insights to improve operational efficiency, safety culture, and fuel performance at scale. In 30–60 minutes, you’ll see how these solutions help airlines, lessors, and MROs move from paper and legacy workflows to trusted, searchable data and intuitive insights—ready for real-world decisions.</p>
<p style=""font-weight: 400""><span style=""text-decoration: underline"">Key Asset Records capabilities demonstrated:</span></p>
<ul style=""font-weight: 400"">
<li>Revolutionized the way Asset Records are utilized while keeping regulator compliance.</li>
<li>Integrations and collaboration: AeroXchange, API-based M&amp;E link publishing, eTechLogs, MRO Connect for send/receive records packages.</li>
<li>Scale and reliability: 2.5B+ records, 1M+ records/day, 99.95% uptime, 40k+ end users across 6,200+ aircraft.</li>
</ul>
<p style=""font-weight: 400""><span style=""text-decoration: underline"">Key FlightPulse capabilities (Made for pilots by pilots):</span></p>
<ul style=""font-weight: 400"">
<li>Secure, private access to individual flight data and peer-relative metrics in Post-flight, creating self-learning and continuous improvement moments.</li>
<li>Aggregated historical insights in Pre-flight with interactive maps, filters by runway, weather, and time, plus common threats and events to inform safer departures.</li>
<li>Pilot-friendly dashboards for fuel procedures like Engine Out Taxi In, showing individualized savings, fleet benchmarks, and missed-opportunity highlights.</li>
<li>Outcomes: carbon emissions avoided, increased adoption of fuel-saving procedures, and strong pilot engagement.</li>
</ul>
<p style=""text-align: center""><img style=""max-width: 100%; height: auto;"" src=""https://phm2025.phmsociety.org/wp-content/uploads/sites/15/2025/10/GE-Aerospace-Aviation-Ecosystem.png"" alt="""" /></p>",Omar Mendoza,,,,,Session,
2025-10-29 00:00:00,15:30:00,17:00:00,Technical Papers,Paper Session 8A: Advanced AI/ML for Anomaly Detection,Evergreen C,,,,,,,Session,
2025-10-29 00:00:00,15:30:00,16:00:00,Technical Papers,A Dual-Contrastive-Attention Transformer for Unsupervised Anomaly Detection in Lamb Waves Structural Health Monitoring,Evergreen C,"<p><i>Abstract:</i> <p style=""font-weight: 400;"">Lamb wave-based Structural Health Monitoring (SHM) is a promising technique for detecting defects in materials and structures. However, traditional methods often rely on computationally intensive signal processing and struggle to detect subtle anomalies wave patterns. In this work, we propose a novel transformer-based framework, called Dual-Contrastive-Attention Transformer (DCAT), for unsupervised anomaly detection in Lamb wave data. DCAT uses two attention branches during training: a Global-Context Attention (GCA) branch that captures long-range patterns, and a Local-Context Attention (LCA) branch that serves as a constraint. A contrastive loss is used to prevent the global branch from over-learning local features, encouraging it to focus on the overall structure. Both branches are trained to reconstruct the input, using a structural similarity (SSIM) loss that better reflects waveform patterns than traditional mean squared error. After training, only the global branch is retained for inference. Anomalies are detected by comparing the input and reconstructed output. Since the global branch cannot easily reproduce local defects, it produces a higher SSIM loss when anomalies are present. We test our model on a Lamb wave dataset with multiple types of defects. DCAT achieves 97.8% accuracy and a precision of 98.6%, outperforming other SOTA baselines. These results show that DCAT is well-suited for accurate Lamb wave-based SHM without the need for labeled data.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4322/phmc_25_4322"">Full paper (PDF)</a></p>",Yi Wang,,,Jiawei Guo; Boshi Chen; Sen Zhang; Nikta Amiri; Ge Song; Lingyu Yu; Yi Wang,,Sub,
2025-10-29 00:00:00,16:00:00,16:30:00,Technical Papers,A Contrastive Learning Approach for Anomaly Detection in Multi-View Scenarios,Evergreen C,"<p><i>Abstract:</i> <p>Quality control is a key task in smart manufacturing, since it ensures that processes consistently meet rigorous performance standards. The effective implementation of these mechanisms is crucial to ensuring both reliability and efficiency in modern manufacturing environments, where automation is increasingly integrated. Traditional anomaly detection algorithms typically rely on single-view data for each manufacturing product, overlooking relevant and complementary information available from multiple perspectives. Furthermore, cross-entropy-based loss functions are frequently adopted in the literature to train detection models; however, these approaches often struggle with imbalanced datasets or when detecting rare and subtle anomalies. In this work, a contrastive learning architecture for multi-view anomaly detection in industrial settings is proposed. The method performs a mid-level fusion to generate a structured representation of the input instances, thereby enhancing detection capabilities. The architecture was evaluated on the Real-IAD dataset, where it demonstrated better performance than traditional techniques. These findings highlight the potential of contrastive learning to improve anomaly detection performance, thus contributing to the construction of more reliable quality control systems in smart manufacturing environments.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4562/phmc_25_4562"">Full paper (PDF)</a></p>",Paula Mielgo,,,Paula Mielgo; Anibal Bregon; Carlos J. Alonso-Gonzalez; Miguel A. Martinez-Prieto; Belarmino Pulido,,Sub,
2025-10-29 00:00:00,16:30:00,17:00:00,Technical Papers,Postprocessing of Autoencoder Reconstruction Error for Detection and Diagnostics of Faults in Infrequently-driven Ground Vehicles,Evergreen C,"<p><i>Abstract:</i> <p>We investigated the detection and classification of engine and transmission faults in infrequently-driven ground vehicles using data-driven methods based on neural network autoencoders. The data came from seventeen vehicles, each with an engine-related or a transmission-related maintenance event. The vehicles had months to years of sensor controller area network (CAN) bus data sampled at 1Hz. Separate autoencoder models were trained for each vehicle to improve detection sensitivity. The paper investigates several condition indicators (CIs) derived from autoencoder reconstruction error, each computed from a sequence of the reconstructionâ€™s mean absolute error (MAE). These CIs were compared using a performance metric computed as the area under the Pareto front with respect to normalized detection horizon and normalized baseline-relative CI margin. A novel detection procedure, consistent detection, effectively filtered out short-duration isolated spikes, likely false positives, while also increasing sensitivity to more plausible anomalies. In addition, the initial development of data-driven diagnostics, based on a novel approach of classifying full reconstruction error vectors associated with the fault state, showed promise but failed our robustness checks.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4359/phmc_25_4359"">Full paper (PDF)</a></p>",Nenad Nenadic,,,Matthew Moon; Ethan Kohrt; Michael Thurston; Nenad Nenadic,,Sub,
2025-10-29 00:00:00,15:30:00,17:00:00,Technical Papers,Paper Session 8B: Physics-Informed & Hybrid Prognostics,Evergreen I,,,,,,,Session,
2025-10-29 00:00:00,15:30:00,16:00:00,Technical Papers,Bayesian Physics Informed Neural Networks for Reliable Transformer Prognostics,Evergreen I,"<p><i>Abstract:</i> <p>Scientific Machine Learning (SciML) integrates physics and data into the learning process, offering improvedÂ  generalization compared with purely data-driven models. Despite its potential, applications of SciML in prognostics remain limited, partly due to the complexity of incorporating partial differential equations (PDEs) for ageing physics and the scarcity of robust uncertainty quantification methods. This work introduces a Bayesian Physics-Informed Neural Network (B-PINN) framework for probabilistic prognostics estimation. By embedding Bayesian Neural Networks into the PINN architecture, the proposed approach produces principled, uncertainty-aware predictions. The method is applied to a transformer ageing case study, where insulation degradation is primarily driven by thermal stress. The heat diffusion PDE is used as the physical residual, and different prior distributions are investigated to examine their impact on predictive posterior distributions and their ability to encode a priori physical knowledge. The framework is validated against a finite element model developed and tested with real measurements from a solar power plant. Results, benchmarked against a dropout-PINN baseline, show that the proposed B-PINN delivers more reliable prognostic predictions by accurately quantifying predictive uncertainty. This capability is crucial for supporting robust and informed maintenance decision-making in critical power assets.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4344/phmc_25_4344"">Full paper (PDF)</a></p>",Jose Aizpurua,,,Ibai Ramirez; Jokin Alcibar; Joel Pino; Mikel Sanz; David Pardo; Jose Aizpurua,,Sub,
2025-10-29 00:00:00,16:00:00,16:30:00,Technical Papers,Real-time Thermal Runaway Prognosis of a Lithium-ion Battery via Physics-informed Latent Ensemble DeepONet with Segmented Data,Evergreen I,"<p><i>Abstract:</i> <p>This study proposes a novel architecture of physics-informed latent ensemble deep operator network with segmented data. The proposed neural network aims to predict thermal runaway of a lithium-ion battery through prior temperature responses in real-time. The proposed neural network introduces three key features to provide an advanced control-enabling solution for battery thermal management systems (BTMS). First, the proposed neural network addresses the architecture of DeepONet as a surrogate model to effectively learn the internal temperature, chemical component concentration, and gas formation under supervision of complex and nonlinear multiphysics representing thermal runaway of lithium-ion batteries. This approach enables accurate and robust virtual sensing capability even with limited data by constraining the prognostic responses to follow the governing equation of the underlying multiphysics. Second, a dual-network architecture is introduced to extract valuable features from prior temperature responses, which inherently contain limited information in real-time scenarios. The network comprises two sub-networks; the first network extracts latent features from decomposed temporal domains across diverse local domains, and the second network ensemble these features to original features for mitigate concerns on overfitting and generalization. This approach ensures effective supervision by stiff governing equations in both local and global domains. Third, novel methods are employed to reduce the training complexity associated with integrating multiphysics equations including separate DeepONet, stan activation function, adaptive weights, and encoders. These methods enhance the expressiveness of temporal and spatial gradients that play an important role in physics-informed neural networks. Hence, this feature not only ensures convergence through a balanced learning but also improves the overall capability of the neural network. Extensive ablation studies validate the contribution of each feature, and thereby confirm the effectiveness of novel architecture and strategies in addressing failure issues in physics-informed neural networks. The proposed method enables real-time prognosis through prior thermal responses, offering a promising pathway toward artificial intelligence transformation in BMS to ensure the safety and efficiency of lithium-ion batteries.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4332/phmc_25_4332"">Full paper (PDF)</a></p>",Jinho Jeong,,,Jinho Jeong; Eunji Kwak; Jun-Hyeong Kim; Ki-Yong Oh,,Sub,
2025-10-29 00:00:00,16:30:00,17:00:00,Technical Papers,Real-Time Fatigue Risk Assessment of BHA Connectors Using Combined Physics and Data-Driven Approach,Evergreen I,"<p><i>Abstract:</i> <p>Drilling operations depend not only on controlling surface parameters but also on keeping bottom-hole assembly (BHA) components structurally sound. The BHA is the lower portion of the drill string in a drilling operation â€“ the part that actually contacts the wellbore and guides the drilling process. Failures, especially at the connection between the flow diverter and the drive shaft behind the mud-motor power section, can cause major non-productive time (NPT), high costs, and poor performance. These failures are often linked to combined surface and downhole rotational speeds and high bending moments, which are common during directional drilling. To reduce this risk, we present a new method for real-time health monitoring and remaining useful life (RUL) estimation of these connections. The method combines physics-based fatigue modeling with machine-learning estimators, making it possible to track connector use across time and jobs using serialized component data. The system processes real-time drilling parameters to estimate downhole rotational speed (RPM) and bending moment. When measurement-while-drilling (MWD) data are available, direct RPM values are used; otherwise, a predictive model based on temperature, flow rate, and differential pressure is applied. Bending moment is inferred from drilling parameters and BHA design. The framework then calculates fatigue damage with connector-specific Sâ€“N (stressâ€“number of cycles) curves and updates both current and cumulative RUL values. This helps operators make proactive decisions and lowers the risk of expensive failures. Tests with historical drilling data show strong agreement between predicted damage and observed connector failures, proving that the approach works in the field. The solution is already integrated into a commercial platform and used by field teams. Case studies show it reduces unexpected failures, cuts non-productive time, and improves the efficiency of directional drilling.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4364/phmc_25_4364"">Full paper (PDF)</a></p>",Dmitry Belov,,,Dmitry Belov; Yaou Wang; Wei Chen; Jennifer Gilliam,,Sub,
2025-10-29 00:00:00,17:15:00,17:30:00,General,Busses Load for Banquet,,,,,,,,Session,
2025-10-29 00:00:00,18:00:00,22:00:00,General,17th Annual Conference Banquet,The Museum of Flight,,,,,,,Session,
,,,,,,,,,,,,,
2025-10-30 00:00:00,07:30:00,10:30:00,General,Registration,,,,,,,,Session,
2025-10-30 00:00:00,07:00:00,08:00:00,General,Continental Breakfast,Evergreen Foyer,,,,,,,Session,
2025-10-30 00:00:00,08:00:00,09:00:00,General,Opening Remarks and Keynote Speaker,Evergreen EF,,Dave Larsen; Scott Clements,,,,,Session,
2025-10-30 00:00:00,08:00:00,08:15:00,General,Opening Remarks,Evergreen EF,,Dave Larsen; Scott Clements,,,,,Session,
2025-10-30 00:00:00,08:15:00,09:00:00,General;  Keynotes,"Keynote Speaker: Neeraj Joshi, ""Accelerating Nuclear Permitting and Licensing with Generative AI""",Evergreen EF,"<p><b>Speaker: Neeraj Joshi <i>(Microsoft)</i></b><br/><i>Abstract:</i> Join Neeraj Joshi, CTO, Energy & Resources, Microsoft to discover how generative AI is reshaping the future of nuclear energy by streamlining the complex permitting and licensing process. In this session, Neeraj will illustrate how Microsoft’s advanced AI solutions leverage historic licensing data and project-specific information to automate document creation, dramatically reducing regulatory delays and costs. You’ll gain insights into how these technologies not only accelerate project delivery but also empower regulators to manage increasing workloads with greater efficiency and accuracy. The session will also delve into Microsoft’s responsible AI principles, practical strategies for deploying AI in highly regulated environments, and key compliance requirements. Attendees will leave with actionable knowledge to drive safe, transparent, and innovative nuclear energy projects forward.</p>",Neeraj Joshi,,,,,Session,
2025-10-30 00:00:00,09:00:00,10:30:00,Tutorials,Tutorial Session 3: Hybrid Modeling: Bridging Machine Learning and Domain Knowledge,Evergreen EF,"<p><b>Speaker: Indranil Roychoudhury <i>(SLB)</i></b><br/><i>Abstract:</i> Machine learning has shown remarkable success in finding patterns and making predictions, but it often struggles to capture the underlying physics or expert intuition that govern real-world systems. Hybrid Modeling brings these worlds together by blending data-driven learning with domain knowledge — whether that comes from physical laws, mechanistic equations, or years of engineering experience. In this tutorial, we’ll explore how this combination leads to models that are more reliable, interpretable, and efficient. We will also look at examples of Physics-Informed Machine Learning (PIML) and other hybrid approaches that embed scientific principles directly into learning architectures.</p>",Indranil Roychoudhury,,,,,Session,
2025-10-30 00:00:00,10:30:00,10:45:00,General,Break,Evergreen Foyer,,,,,,,Session,
2025-10-30 00:00:00,10:45:00,12:15:00,Panels,Panel Session 9: Enabling the Next Generation of Predictive Maintenance Capabilities,Evergreen A,"<p><b>Moderator: Darren Macer <i>(Boeing)</i></b><br/>Building on the insights from our first panel on maximizing existing capabilities, this session takes the discussion a step further: What if predictive maintenance was built into platforms from the very start?</p>
<p>With a global shortage of skilled maintainers and increasingly stretched supply chains, the stakes are high. This panel will explore what’s needed to overcome these challenges and seize the opportunities ahead.</p>
<p>Industry leaders and innovators will discuss subjects such as:<br />
<ul><li>How to integrate health management into the initial design of new platforms</li>
<li>The requirements, technologies, and strategies needed to make predictive maintenance a core capability from day one</li>
<li>How designing for maintenance can drive resilience, efficiency, and operational readiness at scale.</li></ul></p>
<p>Join us to discover how the next generation of platforms can embed PHM as a foundation — not an afterthought. </p>",,Darren Macer,,,,Session,
2025-10-30 00:00:00,10:45:00,12:15:00,Technical Papers,Paper Session 9A: Prognostics and Uncertainty,Evergreen C,,,,,,,Session,
2025-10-30 00:00:00,10:45:00,11:15:00,Technical Papers,"Rethinking RUL Prediction: Uncertainty, Robustness, Interpretability, and Feasibility Matter",Evergreen C,"<p><i>Abstract:</i> <p>Prognostics and Health Management (PHM) plays a key role in predicting the Remaining Useful Life (RUL) of systems, which is essential for enabling decision-making for Predictive Maintenance (PdM) and operations. While most research has traditionally focused on improving the accuracy of RUL predictions, this paper argues that four essential characteristics, uncertainty, robustness, interpretability, and feasibility, are key for real-world PHM applications. This study explores these characteristics through a comparative analysis of two data-driven models (DDMs): the probabilistic Bidirectional Long Short-Term Memory (BiLSTM) model and the Adaptive Hidden Semi-Markov Model (AHSMM). Deep Learning (DL) models such as the BiLSTM often achieve high prediction accuracy but struggle with uncertainty quantification and adaptability across varying operating conditions. In contrast, stochastic models like AHSMM offer stronger robustness and feasibility, performing well even with limited or noisy data. Using the C-MAPSS dataset, the models are evaluated through the lens of the four proposed characteristics. This more holistic approach clarifies each modelâ€™s strengths, limitations, and practical trade-offs in PHM settings. The findings highlight that while accuracy remains important, focusing solely on it can overlook critical factors that affect model performance in real operational environments. Balancing all four characteristics is essential for deploying reliable and effective decision-making for predictive maintenance and operations.</p>
<p>Â </p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4361/phmc_25_4361"">Full paper (PDF)</a></p>",Mariana Salinas-Camus,,,Mariana Salinas-Camus; Kai Goebel; Nick Eleftheroglou,,Sub,
2025-10-30 00:00:00,11:15:00,11:45:00,Technical Papers,Data-Efficient and Uncertainty-Aware RUL Prediction Using Physics-Informed Neural Networks: Application to Degraded Rubber Components,Evergreen C,"<p><i>Abstract:</i> <p>This study presents a prognostic framework that integrates Physics-Informed Neural Network (PINN) with uncertainty quantification (UQ) techniques to enable probabilistic prediction of the Remaining Useful Life (RUL) of rubber components subjected to degradation. The framework utilizes data acquired from thermal Highly Accelerated Life Testing (HALT), replicating long-term material aging behavior under elevated temperature conditions within a shortened time frame. To address the high cost and time consumption of HALT experiments, the proposed approach aims to ensure accurate and reliable predictions even with limited data availability. An empirical degradation model is embedded within the PINN structure, enabling physically consistent and data-efficient estimation of degradation model parameters. The framework employs uncertainty quantification techniques based on Bayesian inference, in which data-driven approaches (e.g., Gaussian Process modeling, Bayesian neural networks) and physics-based methods (e.g., Markov chain Monte Carlo, particle filtering) are separately applied to quantify variations arising from material properties, experimental conditions, and measurement noise. These methods generate posterior distributions from which failure time and probabilistic RUL estimates are derived based on a predefined degradation threshold. Compared to deterministic optimization methods, the proposed approach improves prediction robustness and interpretability, offering a cost-effective and scalable solution for prognostic modeling in engineering systems.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4356/phmc_25_4356"">Full paper (PDF)</a></p>",Jinhong Bang,,,Jinhong Bang; Minhyeok Choi; Hyeonseung Lee; Sangjun Jeong; Jaehyun Yoon; Jaehyeok Doh,,Sub,
